''head'';884218:(1,1.0,[3])
much;881898:(1,1.0,[14]);881920:(1,1.0,[11]);881931:(1,1.0,[8]);881997:(1,1.0,[33]);882003:(1,1.0,[10]);882005:(3,1.48,[74, 78, 108]);882036:(1,1.0,[14]);882069:(1,1.0,[16]);882075:(1,1.0,[5]);882076:(1,1.0,[6]);882077:(1,1.0,[19]);882111:(1,1.0,[3]);882117:(1,1.0,[9]);882139:(1,1.0,[2]);882150:(2,1.3,[388, 559]);882174:(3,1.48,[35, 45, 49]);882185:(1,1.0,[24]);882197:(1,1.0,[27]);882220:(2,1.3,[217, 489]);882270:(1,1.0,[6]);882296:(1,1.0,[22]);882305:(1,1.0,[13]);882306:(1,1.0,[54]);882311:(1,1.0,[18]);882317:(1,1.0,[8]);882319:(1,1.0,[10]);882356:(2,1.3,[4, 31]);882357:(1,1.0,[18]);882358:(1,1.0,[104]);882403:(1,1.0,[25]);882468:(1,1.0,[20]);882493:(1,1.0,[47]);882500:(1,1.0,[13]);882525:(1,1.0,[12]);882603:(1,1.0,[21]);882622:(1,1.0,[32]);882640:(1,1.0,[36]);882673:(1,1.0,[7]);882694:(1,1.0,[14]);882706:(1,1.0,[21]);882708:(1,1.0,[42]);882715:(2,1.3,[13, 152]);882723:(1,1.0,[7]);882752:(1,1.0,[9]);882780:(1,1.0,[18]);882823:(1,1.0,[40]);882842:(1,1.0,[17]);882844:(1,1.0,[27]);882860:(1,1.0,[4]);882882:(1,1.0,[105]);882893:(1,1.0,[13]);882922:(1,1.0,[12]);882926:(1,1.0,[13]);882929:(1,1.0,[12]);882939:(1,1.0,[11]);882963:(1,1.0,[4]);882965:(3,1.48,[258, 481, 712]);883008:(1,1.0,[18]);883011:(1,1.0,[4]);883026:(4,1.6,[91, 200, 231, 287]);883039:(1,1.0,[28]);883061:(1,1.0,[19]);883062:(1,1.0,[12]);883075:(1,1.0,[115]);883116:(2,1.3,[16, 82]);883124:(1,1.0,[166]);883132:(2,1.3,[17, 18]);883171:(1,1.0,[11]);883192:(1,1.0,[43]);883199:(1,1.0,[19]);883210:(1,1.0,[20]);883236:(1,1.0,[28]);883270:(1,1.0,[462]);883287:(1,1.0,[12]);883296:(1,1.0,[48]);883299:(1,1.0,[85]);883301:(1,1.0,[86]);883310:(1,1.0,[20]);883312:(1,1.0,[8]);883316:(1,1.0,[20]);883331:(1,1.0,[20]);883354:(1,1.0,[3]);883358:(1,1.0,[14]);883367:(1,1.0,[4]);883372:(1,1.0,[23]);883401:(1,1.0,[19]);883404:(1,1.0,[7]);883407:(1,1.0,[75]);883409:(2,1.3,[475, 629]);883468:(1,1.0,[3]);883469:(1,1.0,[72]);883472:(1,1.0,[14]);883475:(1,1.0,[26]);883478:(1,1.0,[11]);883482:(1,1.0,[20]);883483:(1,1.0,[111]);883506:(1,1.0,[20]);883516:(1,1.0,[15]);883518:(1,1.0,[14]);883520:(1,1.0,[7]);883521:(1,1.0,[21]);883548:(1,1.0,[47]);883551:(1,1.0,[6]);883566:(2,1.3,[9, 17]);883570:(1,1.0,[8]);883573:(1,1.0,[32]);883578:(1,1.0,[7]);883580:(1,1.0,[7]);883589:(1,1.0,[21]);883598:(1,1.0,[14]);883620:(1,1.0,[18]);883622:(1,1.0,[12]);883643:(1,1.0,[51]);883647:(1,1.0,[13]);883653:(1,1.0,[55]);883660:(1,1.0,[15]);883689:(1,1.0,[32]);883702:(1,1.0,[26]);883729:(1,1.0,[6]);883776:(1,1.0,[13]);883780:(1,1.0,[31]);883818:(3,1.48,[181, 252, 370]);883830:(1,1.0,[10]);883842:(1,1.0,[13]);883851:(2,1.3,[42, 112]);883853:(1,1.0,[149]);883876:(1,1.0,[7]);883904:(1,1.0,[11]);883936:(1,1.0,[0]);883942:(1,1.0,[10]);883947:(1,1.0,[19]);883950:(1,1.0,[11]);883962:(1,1.0,[11]);883966:(1,1.0,[6]);883972:(1,1.0,[17]);883985:(1,1.0,[71]);884016:(1,1.0,[22]);884025:(1,1.0,[2]);884040:(1,1.0,[36]);884046:(1,1.0,[11]);884061:(1,1.0,[34]);884090:(1,1.0,[20]);884101:(1,1.0,[11]);884102:(1,1.0,[8]);884108:(1,1.0,[6]);884110:(1,1.0,[12]);884136:(1,1.0,[62]);884217:(1,1.0,[27]);884233:(1,1.0,[3]);884275:(1,1.0,[11]);884290:(1,1.0,[23]);884396:(1,1.0,[18]);884428:(1,1.0,[9]);884462:(1,1.0,[10]);884465:(1,1.0,[25]);884480:(1,1.0,[39]);884487:(1,1.0,[26]);884494:(1,1.0,[34]);884501:(1,1.0,[9]);884510:(1,1.0,[8]);884531:(1,1.0,[22]);884536:(1,1.0,[13]);884593:(2,1.3,[6, 39]);884608:(1,1.0,[5]);884615:(1,1.0,[30]);884690:(1,1.0,[2]);884709:(1,1.0,[100]);884710:(1,1.0,[9]);884750:(1,1.0,[11]);884814:(1,1.0,[17]);884819:(1,1.0,[14]);884869:(1,1.0,[17]);884877:(1,1.0,[21]);884893:(1,1.0,[5]);884910:(1,1.0,[9]);884942:(1,1.0,[8]);884943:(1,1.0,[119]);884947:(1,1.0,[10]);884974:(1,1.0,[50]);885009:(1,1.0,[15]);885016:(1,1.0,[7]);885019:(1,1.0,[34]);885032:(1,1.0,[21]);885046:(1,1.0,[33]);885050:(1,1.0,[10]);885096:(1,1.0,[18]);885099:(1,1.0,[119]);885122:(1,1.0,[16]);885133:(1,1.0,[26]);885152:(4,1.6,[456, 472, 551, 567]);885165:(1,1.0,[16]);885170:(3,1.48,[81, 87, 195]);885198:(1,1.0,[14]);885209:(1,1.0,[23]);885267:(1,1.0,[67]);885281:(1,1.0,[17]);885292:(1,1.0,[6]);885297:(1,1.0,[16]);885306:(1,1.0,[6]);885322:(1,1.0,[12]);885338:(1,1.0,[13]);885348:(1,1.0,[39]);885353:(1,1.0,[13]);885355:(1,1.0,[16]);885380:(1,1.0,[16]);885388:(1,1.0,[18]);885410:(4,1.6,[269, 294, 460, 486]);885412:(1,1.0,[20]);885442:(1,1.0,[14]);885464:(1,1.0,[176]);885466:(1,1.0,[34]);885471:(1,1.0,[3]);885480:(1,1.0,[32]);885496:(1,1.0,[7]);885497:(1,1.0,[19]);885502:(1,1.0,[8]);885549:(1,1.0,[19]);885560:(3,1.48,[4, 15, 17]);885619:(1,1.0,[20]);885620:(1,1.0,[4]);885629:(1,1.0,[45]);885632:(1,1.0,[5]);885670:(1,1.0,[14]);885674:(1,1.0,[5]);885679:(2,1.3,[4, 12]);885701:(1,1.0,[6]);885708:(1,1.0,[11]);885714:(1,1.0,[9]);885720:(1,1.0,[7]);885725:(1,1.0,[15]);885742:(1,1.0,[21]);885782:(1,1.0,[1]);885791:(2,1.3,[4, 5]);885801:(1,1.0,[12]);885836:(1,1.0,[7]);885837:(1,1.0,[13]);885851:(1,1.0,[8]);885865:(1,1.0,[24]);885870:(1,1.0,[12]);885906:(1,1.0,[15]);885957:(1,1.0,[30]);885985:(1,1.0,[4]);886041:(1,1.0,[14])
mucho;885058:(2,1.3,[1, 7])
mud;883638:(1,1.0,[4])
mudder;883858:(1,1.0,[3])
muddi;883638:(1,1.0,[9])
mudhol;885854:(1,1.0,[2])
muert;883968:(1,1.0,[17])
muffl;882305:(1,1.0,[86]);882895:(1,1.0,[18])
muisc;882699:(1,1.0,[20])
muit;882398:(1,1.0,[15])
mujer;885896:(1,1.0,[3])
mulcahi;884412:(3,1.48,[2, 6, 16])
mule;885353:(1,1.0,[9])
mulit;883768:(1,1.0,[39])
mullican;884252:(1,1.0,[1])
mullin;884314:(1,1.0,[13])
mullins';885009:(1,1.0,[3])
multi;882038:(1,1.0,[0]);884075:(1,1.0,[32]);885606:(1,1.0,[17])
multipl;882073:(1,1.0,[10]);882163:(1,1.0,[5]);883818:(1,1.0,[67]);884107:(1,1.0,[10]);884257:(1,1.0,[11])
multiraci;883586:(1,1.0,[34])
mumbl;885361:(1,1.0,[12])
mumford;884498:(1,1.0,[2])
mun;885487:(1,1.0,[376])
munch;883526:(1,1.0,[20])
mundan;883645:(1,1.0,[14]);883730:(1,1.0,[16])
muppet;883321:(1,1.0,[4]);884558:(1,1.0,[0]);884864:(1,1.0,[0]);885824:(1,1.0,[4])
murano;886001:(1,1.0,[2])
murden;882776:(2,1.3,[3, 13])
murder;882718:(1,1.0,[37])
muriel;885990:(1,1.0,[35])
murphi;883409:(2,1.3,[528, 682]);884050:(1,1.0,[22])
murray;881968:(1,1.0,[5]);882387:(1,1.0,[18]);884792:(1,1.0,[7])
murrazi;882150:(1,1.0,[578])
muscian;883859:(1,1.0,[12])
muscl;882498:(1,1.0,[0])
muse;882005:(1,1.0,[42]);882220:(2,1.3,[1064, 1599]);882498:(1,1.0,[42]);883765:(1,1.0,[0]);883874:(1,1.0,[15]);884279:(1,1.0,[6]);885409:(1,1.0,[18])
muse';885409:(1,1.0,[5])
museboat;883216:(1,1.0,[0])
musett;883893:(1,1.0,[905])
museum;882498:(1,1.0,[1]);882854:(1,1.0,[3]);883312:(1,1.0,[0])
mush;882799:(1,1.0,[38])
